date	day	away	home	opening_spread	away_ML	home_ML	away_pts	home_pts	result	result_diff
20180127	102	Boston	Golden State	-9.5	450	-525	105	109	-4	5.5
20180127	102	Orlando	Indiana	-6.0	210	-250	112	114	-2	4.0
20180127	102	Charlotte	Miami	-4.5	160	-185	91	95	-4	0.5
20180127	102	Brooklyn	Minnesota	-9.5	515	-620	97	111	-14	-4.5
20180127	102	Dallas	Denver	-7.5	260	-320	89	91	-2	5.5
20180128	103	Phoenix	Houston	-14.0	1000	-1200	102	113	-11	3.0
20180128	103	L.A. Clippers	New Orleans	-1.0	102	-112	112	103	9	10.0
20180128	103	Detroit	Cleveland	-8.0	295	-325	104	121	-17	-9.0
20180128	103	Milwaukee	Chicago	2.0	-130	110	110	96	14	12.0
20180128	103	L.A. Lakers	Toronto	-9.5	385	-485	111	123	-12	-2.5
20180128	103	Philadelphia	Oklahoma City	-4.0	150	-160	112	122	-10	-6.0
20180128	103	Sacramento	San Antonio	-10.5	470	-640	98	113	-15	-4.5
20180129	104	Charlotte	Indiana	-2.5	135	-155	96	105	-9	-6.5
20180129	104	Phoenix	Memphis	-8.0	230	-270	109	120	-11	-3.0
20180129	104	Miami	Dallas	1.0	-125	105	95	88	7	6.0
20180129	104	Minnesota	Atlanta	6.5	-230	190	100	105	-5	-11.5
20180129	104	Philadelphia	Milwaukee	-3.0	145	-165	95	107	-12	-9.0
20180129	104	Boston	Denver	-1.0	110	-130	111	110	1	2.0
20180130	105	Oklahoma City	Washington	3.5	-150	130	96	102	-6	-9.5
20180130	105	Minnesota	Toronto	-6.0	210	-250	104	109	-5	1.0
20180130	105	Orlando	Houston	-12.5	700	-900	107	114	-7	5.5
20180130	105	Denver	San Antonio	-6.5	210	-250	104	106	-2	4.5
20180130	105	Brooklyn	New York	-5.0	170	-200	95	111	-16	-11.0
20180130	105	Cleveland	Detroit	2.0	-125	105	114	125	-11	-13.0
20180130	105	Sacramento	New Orleans	-7.5	315	-345	114	103	11	18.5
20180130	105	Golden State	Utah	7.0	-290	245	99	129	-30	-37.0
20180130	105	Portland	L.A. Clippers	7.0	120	-140	104	96	8	1.0
20180131	106	Memphis	Indiana	-6.5	248	-270	101	105	-4	2.5
20180131	106	Philadelphia	Brooklyn	6.5	-270	248	108	116	-8	-14.5
20180131	106	Charlotte	Atlanta	2.5	-130	120	123	110	13	10.5
20180131	106	Chicago	Portland	-7.5	255	-310	108	124	-16	-8.5
20180131	106	L.A. Lakers	Orlando	2.0	-125	115	105	127	-22	-24.0
20180131	106	Miami	Cleveland	-3.0	103	-123	89	91	-2	1.0
20180131	106	New York	Boston	-9.0	300	-360	73	103	-30	-21.0
20180131	106	Dallas	Phoenix	4.5	-160	140	88	102	-14	-18.5
20180201	107	Toronto	Washington	3.0	-155	135	119	122	-3	-6.0
20180201	107	Houston	San Antonio	0.0	-117	-103	102	91	11	11.0
20180201	107	Memphis	Detroit	-8.5	325	-400	102	104	-2	6.5
20180201	107	Milwaukee	Minnesota	-5.5	195	-235	89	108	-19	-13.5
20180201	107	Oklahoma City	Denver	1.0	-118	-102	124	127	-3	-4.0
20180202	108	Indiana	Charlotte	-3.5	135	-155	126	133	-7	-3.5
20180202	108	Portland	Toronto	-4.5	165	-175	105	130	-25	-20.5
20180202	108	Miami	Philadelphia	-4.0	160	-170	97	103	-6	-2.0
20180202	108	Utah	Phoenix	5.5	-220	200	129	97	32	26.5
20180202	108	Atlanta	Boston	-9.5	330	-410	110	119	-9	0.5
20180202	108	L.A. Lakers	Brooklyn	-1.5	115	-125	102	99	3	4.5
20180202	108	New York	Milwaukee	-3.0	125	-145	90	92	-2	1.0
20180202	108	New Orleans	Oklahoma City	-6.0	200	-240	114	100	14	20.0
20180202	108	Golden State	Sacramento	13.0	-1000	800	119	104	15	2.0
20180203	109	Chicago	L.A. Clippers	-8.0	290	-350	103	113	-10	-2.0
20180203	109	Philadelphia	Indiana	-1.5	125	-145	92	100	-8	-6.5
20180203	109	Houston	Cleveland	3.5	-165	155	120	88	32	28.5
20180203	109	Utah	San Antonio	-6.0	200	-240	120	111	9	15.0
20180203	109	Washington	Orlando	3.5	-165	145	115	98	17	13.5
20180203	109	Miami	Detroit	-2.0	110	-130	107	111	-4	-2.0
20180203	109	New Orleans	Minnesota	-8.5	295	-355	107	118	-11	-2.5
20180203	109	Golden State	Denver	5.0	-210	175	108	115	-7	-12.0
20180203	109	Dallas	Sacramento	4.5	-1858	1180	106	99	7	2.5
20180204	110	Atlanta	New York	-5.5	180	-220	99	96	3	8.5
20180204	110	Memphis	Toronto	-12.0	650	-1000	86	101	-15	-3.0
20180204	110	L.A. Lakers	Oklahoma City	-10.0	425	-550	108	104	4	14.0
20180204	110	Milwaukee	Brooklyn	4.5	-185	160	109	94	15	10.5
20180204	110	Portland	Boston	-1.5	105	-125	96	97	-1	0.5
20180204	110	Charlotte	Phoenix	6.0	-240	200	115	110	5	-1.0
20180205	111	Portland	Detroit	-2.0	115	-125	91	111	-20	-18.0
20180205	111	Orlando	Miami	-7.0	260	-290	111	109	2	9.0
20180205	111	Charlotte	Denver	-5.5	230	-250	104	121	-17	-11.5
20180205	111	Washington	Indiana	-2.0	115	-125	111	102	9	11.0
20180205	111	Utah	New Orleans	-2.0	108	-118	133	109	24	26.0
20180205	111	Chicago	Sacramento	-1.5	130	-140	98	104	-6	-4.5
20180205	111	Dallas	L.A. Clippers	-6.0	245	-265	101	104	-3	3.0
20180206	112	Cleveland	Orlando	7.0	-270	230	98	116	-18	-25.0
20180206	112	Milwaukee	New York	1.5	-120	110	103	89	14	12.5
20180206	112	Boston	Toronto	-5.0	175	-190	91	111	-20	-15.0
20180206	112	Phoenix	L.A. Lakers	-8.0	285	-345	93	112	-19	-11.0
20180206	112	Houston	Brooklyn	10.0	-600	450	123	113	10	0.0
20180206	112	Memphis	Atlanta	-2.0	115	-135	82	108	-26	-24.0
20180206	112	Washington	Philadelphia	-6.0	210	-230	102	115	-13	-7.0
20180206	112	Oklahoma City	Golden State	-10.0	400	-500	125	105	20	30.0
20180207	113	Brooklyn	Detroit	-9.0	325	-400	106	115	-9	0.0
20180207	113	Minnesota	Cleveland	2.5	-155	145	138	140	-2	-4.5
20180207	113	San Antonio	Phoenix	8.5	-600	450	129	81	48	39.5
20180207	113	Houston	Miami	4.5	-175	165	109	101	8	3.5
20180207	113	Utah	Memphis	7.5	-310	255	92	88	4	-3.5
20180208	114	Atlanta	Orlando	-1.5	105	-125	98	100	-2	-0.5
20180208	114	Boston	Washington	-1.5	105	-125	110	104	6	7.5
20180208	114	Oklahoma City	L.A. Lakers	3.0	-140	130	81	106	-25	-28.0
20180208	114	New York	Toronto	-15.0	900	-1100	88	113	-25	-10.0
20180208	114	Charlotte	Portland	-3.0	135	-155	103	109	-6	-3.0
20180208	114	Dallas	Golden State	-13.0	650	-1000	103	121	-18	-5.0
20180209	115	New Orleans	Philadelphia	-5.5	185	-225	82	100	-18	-12.5
20180209	115	Cleveland	Atlanta	2.0	-118	108	123	107	16	14.0
20180209	115	Milwaukee	Miami	-1.0	-103	-117	85	91	-6	-5.0
20180209	115	Charlotte	Utah	-5.5	180	-220	94	106	-12	-6.5
20180209	115	L.A. Clippers	Detroit	-3.5	145	-165	108	95	13	16.5
20180209	115	Indiana	Boston	-4.0	155	-175	97	91	6	10.0
20180209	115	Denver	Houston	-8.5	315	-380	104	130	-26	-17.5
20180209	115	Minnesota	Chicago	6.5	-260	220	113	114	-1	-7.5
20180209	115	Portland	Sacramento	6.0	-245	205	118	100	18	12.0
20180210	116	New Orleans	Brooklyn	1.5	-123	103	138	128	10	8.5
20180210	116	L.A. Clippers	Philadelphia	-2.5	120	-140	98	112	-14	-11.5
20180210	116	San Antonio	Golden State	-11.0	550	-800	105	122	-17	-6.0
20180210	116	Milwaukee	Orlando	5.0	-210	175	111	104	7	2.0
20180210	116	Washington	Chicago	5.0	-210	175	101	90	11	6.0
20180210	116	L.A. Lakers	Dallas	-2.0	110	-130	123	130	-7	-5.0
20180210	116	Denver	Phoenix	7.0	-280	240	123	113	10	3.0
20180211	117	Toronto	Charlotte	3.0	-140	130	123	103	20	17.0
20180211	117	Detroit	Atlanta	3.5	-155	145	115	118	-3	-6.5
20180211	117	Sacramento	Minnesota	-13.0	800	-1000	106	111	-5	8.0
20180211	117	Dallas	Houston	-15.0	1050	-1600	97	104	-7	8.0
20180211	117	Cleveland	Boston	-4.5	160	-185	121	99	22	26.5
20180211	117	New York	Indiana	-10.0	340	-425	113	121	-8	2.0
20180211	117	Memphis	Oklahoma City	-8.0	250	-300	92	110	-18	-10.0
20180211	117	Utah	Portland	-3.5	145	-165	115	96	19	22.5
20180212	118	New York	Philadelphia	-11.5	600	-900	92	108	-16	-4.5
20180212	118	L.A. Clippers	Brooklyn	4.5	-185	160	114	101	13	8.5
20180212	118	San Antonio	Utah	-4.5	160	-185	99	101	-2	2.5
20180212	118	New Orleans	Detroit	-3.0	125	-145	118	103	15	18.0
20180212	118	Orlando	Chicago	-4.0	155	-175	101	105	-4	0.0
20180212	118	Phoenix	Golden State	-15.5	1050	-1600	83	129	-46	-30.5
20180213	119	Miami	Toronto	-8.0	300	-330	112	115	-3	5.0
20180213	119	Houston	Minnesota	2.5	-140	130	126	108	18	15.5
20180213	119	Sacramento	Dallas	-6.5	225	-245	114	109	5	11.5
20180213	119	Atlanta	Milwaukee	-7.5	260	-290	92	97	-5	2.5
20180213	119	Cleveland	Oklahoma City	-2.0	115	-125	120	112	8	10.0
20180213	119	San Antonio	Denver	-7.0	225	-245	109	117	-8	-1.0
20180214	120	Atlanta	Detroit	-8.5	305	-335	98	104	-6	2.5
20180214	120	Charlotte	Orlando	5.0	-200	170	104	102	2	-3.0
20180214	120	Washington	New York	5.0	-200	170	118	113	5	0.0
20180214	120	Sacramento	Houston	-15.0	1050	-1600	91	100	-9	6.0
20180214	120	L.A. Lakers	New Orleans	-5.0	170	-200	117	139	-22	-17.0
20180214	120	Phoenix	Utah	-11.5	500	-800	97	107	-10	1.5
20180214	120	Miami	Philadelphia	-7.0	260	-290	102	104	-2	5.0
20180214	120	Indiana	Brooklyn	4.5	-185	160	108	103	5	0.5
20180214	120	Toronto	Chicago	6.5	-260	220	122	98	24	17.5
20180214	120	L.A. Clippers	Boston	-4.5	160	-185	129	119	10	14.5
20180214	120	Oklahoma City	Memphis	4.0	-185	155	121	114	7	3.0
20180214	120	Golden State	Portland	6.5	-240	200	117	123	-6	-12.5
20180215	121	Denver	Milwaukee	-3.0	135	-155	134	123	11	14.0
20180215	121	L.A. Lakers	Minnesota	-10.0	450	-600	111	119	-8	2.0
20180222	128	Brooklyn	Charlotte	-7.5	265	-325	96	111	-15	-7.5
20180222	128	Washington	Cleveland	-5.0	175	-210	110	103	7	12.0
20180222	128	Oklahoma City	Sacramento	7.5	-320	260	110	107	3	-4.5
20180222	128	New York	Orlando	-3.5	145	-165	120	113	7	10.5
20180222	128	Philadelphia	Chicago	5.5	-220	180	116	115	1	-4.5
20180222	128	L.A. Clippers	Golden State	-11.0	575	-850	127	134	-7	4.0
20180223	129	Boston	Detroit	1.0	-113	103	110	98	12	11.0
20180223	129	Charlotte	Washington	-3.5	145	-155	122	105	17	20.5
20180223	129	Miami	New Orleans	-3.0	120	-130	123	124	-1	2.0
20180223	129	Minnesota	Houston	-7.5	300	-360	102	120	-18	-10.5
20180223	129	Portland	Utah	-3.5	145	-165	100	81	19	22.5
20180223	129	Atlanta	Indiana	-8.0	295	-355	93	116	-23	-15.0
20180223	129	Milwaukee	Toronto	-8.5	255	-310	122	119	3	11.5
20180223	129	Cleveland	Memphis	5.5	-200	185	112	89	23	17.5
20180223	129	San Antonio	Denver	-3.5	140	-160	119	122	-3	0.5
20180223	129	L.A. Clippers	Phoenix	4.5	-190	165	128	117	11	6.5
20180223	129	Dallas	L.A. Lakers	-3.5	150	-160	102	124	-22	-18.5
20180224	130	Orlando	Philadelphia	-10.0	450	-600	105	116	-11	-1.0
20180224	130	Memphis	Miami	-7.0	245	-290	89	115	-26	-19.0
20180224	130	Dallas	Utah	-8.0	290	-350	90	97	-7	1.0
20180224	130	Chicago	Minnesota	-8.5	320	-390	104	122	-18	-9.5
20180224	130	Boston	New York	4.5	-215	178	121	112	9	4.5
20180224	130	Oklahoma City	Golden State	-9.5	425	-550	80	112	-32	-22.5
20180224	130	Portland	Phoenix	6.0	-235	195	106	104	2	-4.0
20180224	130	L.A. Lakers	Sacramento	1.0	-117	-103	113	108	5	4.0
20180225	131	Detroit	Charlotte	-4.0	165	-190	98	114	-16	-12.0
20180225	131	San Antonio	Cleveland	-4.5	170	-200	110	94	16	20.5
20180225	131	New Orleans	Milwaukee	-4.5	150	-170	123	121	2	6.5
20180225	131	Houston	Denver	4.5	-190	165	119	114	5	0.5
20180225	131	Philadelphia	Washington	-1.5	103	-123	94	109	-15	-13.5
20180226	132	Detroit	Toronto	-11.0	525	-750	94	123	-29	-18.0
20180226	132	Memphis	Boston	-11.5	615	-930	98	109	-11	0.5
20180226	132	Golden State	New York	12.0	-1000	650	125	111	14	2.0
20180226	132	Orlando	Oklahoma City	-10.5	475	-650	105	112	-7	3.5
20180226	132	Houston	Utah	2.5	-140	120	96	85	11	8.5
20180226	132	Chicago	Brooklyn	-3.0	130	-150	87	104	-17	-14.0
20180226	132	L.A. Lakers	Atlanta	2.5	-135	115	123	104	19	16.5
20180226	132	Phoenix	New Orleans	-7.0	250	-300	116	125	-9	-2.0
20180226	132	Indiana	Dallas	2.5	-140	120	103	109	-6	-8.5
20180226	132	Minnesota	Sacramento	6.0	-235	195	118	100	18	12.0
20180227	133	Chicago	Charlotte	-10.0	450	-600	103	118	-15	-5.0
20180227	133	Philadelphia	Miami	0.0	-110	-110	101	102	-1	-1.0
20180227	133	Sacramento	Portland	-11.5	775	-1200	99	116	-17	-5.5
20180227	133	Brooklyn	Cleveland	-11.5	775	-1200	123	129	-6	5.5
20180227	133	Washington	Milwaukee	-3.0	130	-150	107	104	3	6.0
20180227	133	L.A. Clippers	Denver	-3.5	145	-165	122	120	2	5.5
20180228	134	Milwaukee	Detroit	-2.0	110	-130	87	110	-23	-21.0
20180228	134	Indiana	Atlanta	4.0	-175	155	102	107	-5	-9.0
20180228	134	Phoenix	Memphis	-2.0	125	-145	110	102	8	10.0
20180228	134	New Orleans	San Antonio	-5.0	175	-210	121	116	5	10.0
20180228	134	Toronto	Orlando	9.5	-475	380	117	104	13	3.5
20180228	134	Charlotte	Boston	-7.0	255	-310	106	134	-28	-21.0
20180228	134	Golden State	Washington	8.5	-420	335	109	101	8	-0.5
20180228	134	Oklahoma City	Dallas	5.0	-210	175	111	110	1	-4.0
20180228	134	Houston	L.A. Clippers	7.0	-320	260	105	92	13	6.0
20180301	135	L.A. Lakers	Miami	-4.0	150	-170	131	113	18	22.0
20180301	135	Brooklyn	Sacramento	0.0	-113	103	111	116	-5	-5.0
20180301	135	Philadelphia	Cleveland	-2.5	120	-140	108	97	11	13.5
20180301	135	Minnesota	Portland	-4.0	155	-175	99	108	-9	-5.0
20180302	136	Detroit	Orlando	2.5	-145	125	106	115	-9	-11.5
20180302	136	Golden State	Atlanta	13.0	-1100	700	114	109	5	-8.0
20180302	136	Denver	Memphis	7.0	-310	255	108	102	6	-1.0
20180302	136	Indiana	Milwaukee	-3.0	150	-160	103	96	7	10.0
20180302	136	Minnesota	Utah	-6.5	250	-300	108	116	-8	-1.5
20180302	136	Charlotte	Philadelphia	-3.5	155	-175	99	110	-11	-7.5
20180302	136	Dallas	Chicago	1.5	-118	-102	100	108	-8	-9.5
20180302	136	Toronto	Washington	3.0	-145	135	102	95	7	4.0
20180302	136	Oklahoma City	Phoenix	8.0	-320	290	124	116	8	0.0
20180302	136	New York	L.A. Clippers	-9.5	380	-475	105	128	-23	-13.5
20180303	137	Memphis	Orlando	-8.0	255	-280	100	107	-7	1.0
20180303	137	Detroit	Miami	-5.0	190	-210	96	105	-9	-4.0
20180303	137	L.A. Lakers	San Antonio	-4.0	140	-160	116	112	4	8.0
20180303	137	Denver	Cleveland	-5.0	175	-190	126	117	9	14.0
20180303	137	Boston	Houston	-8.5	290	-350	120	123	-3	5.5
20180303	137	Utah	Sacramento	6.5	-255	235	98	91	7	0.5
20180303	137	Oklahoma City	Portland	-4.0	165	-175	100	108	-8	-4.0
20180304	138	Phoenix	Atlanta	-2.5	125	-145	112	113	-1	1.5
20180304	138	Charlotte	Toronto	-9.0	360	-450	98	103	-5	4.0
20180304	138	Philadelphia	Milwaukee	1.0	-115	-105	110	118	-8	-9.0
20180304	138	Indiana	Washington	-3.5	145	-165	98	95	3	6.5
20180304	138	New Orleans	Dallas	3.5	-155	135	126	109	17	13.5
20180304	138	New York	Sacramento	2.0	-130	110	99	102	-3	-5.0
20180304	138	Brooklyn	L.A. Clippers	-8.0	290	-350	120	123	-3	5.0
20180305	139	Detroit	Cleveland	-7.0	250	-300	90	112	-22	-15.0
20180305	139	Phoenix	Miami	-9.0	390	-440	103	125	-22	-13.0
20180305	139	Memphis	San Antonio	-10.5	568	-700	98	100	-2	8.5
20180305	139	Milwaukee	Indiana	-3.0	130	-150	89	92	-3	0.0
20180305	139	Boston	Chicago	9.0	-440	350	105	89	16	7.0
20180305	139	Orlando	Utah	-10.0	425	-550	80	94	-14	-4.0
20180305	139	Portland	L.A. Lakers	2.0	-130	110	108	103	5	3.0
20180306	140	Philadelphia	Charlotte	1.5	-125	115	128	114	14	12.5
20180306	140	Atlanta	Toronto	-12.5	700	-900	90	106	-16	-3.5
20180306	140	Denver	Dallas	4.5	-185	170	107	118	-11	-15.5
20180306	140	New Orleans	L.A. Clippers	-3.0	135	-145	121	116	5	8.0
20180306	140	Miami	Washington	-5.0	175	-190	113	117	-4	1.0
20180306	140	Houston	Oklahoma City	4.5	-185	170	122	112	10	5.5
20180306	140	New York	Portland	-9.5	400	-500	87	111	-24	-14.5
20180306	140	Brooklyn	Golden State	-14.0	1050	-1600	101	114	-13	1.0
20180307	141	Utah	Indiana	0.0	-110	-110	104	84	20	20.0
20180307	141	Houston	Milwaukee	6.0	-250	210	110	99	11	5.0
20180307	141	New Orleans	Sacramento	5.5	-230	190	114	101	13	7.5
20180307	141	Memphis	Chicago	-3.0	125	-155	110	119	-9	-6.0
20180307	141	Toronto	Detroit	5.0	-210	175	121	119	2	-3.0
20180307	141	Cleveland	Denver	-2.5	120	-140	113	108	5	7.5
20180307	141	Orlando	L.A. Lakers	-7.0	230	-270	107	108	-1	6.0
20180308	142	Brooklyn	Charlotte	-7.0	240	-280	125	111	14	21.0
20180308	142	Boston	Minnesota	2.0	-130	110	117	109	8	6.0
20180308	142	Philadelphia	Miami	1.0	-117	-103	99	108	-9	-10.0
20180308	142	Phoenix	Oklahoma City	-10.5	450	-600	87	115	-28	-17.5
20180308	142	San Antonio	Golden State	-11.5	550	-800	107	110	-3	8.5
20180309	143	Atlanta	Indiana	-8.0	290	-350	87	112	-25	-17.0
20180309	143	Houston	Toronto	1.5	-125	105	105	108	-3	-4.5
20180309	143	Utah	Memphis	9.0	-450	360	95	78	17	8.0
20180309	143	L.A. Lakers	Denver	-6.5	220	-260	116	125	-9	-2.5
20180309	143	Orlando	Sacramento	-4.5	155	-175	88	94	-6	-1.5
20180309	143	Chicago	Detroit	-8.0	290	-350	83	99	-16	-8.0
20180309	143	New York	Milwaukee	-10.0	425	-550	112	120	-8	2.0
20180309	143	Washington	New Orleans	1.0	-155	135	116	97	19	18.0
20180309	143	Golden State	Portland	4.0	-118	108	108	125	-17	-21.0
20180309	143	Cleveland	L.A. Clippers	-1.5	103	-123	102	116	-14	-12.5
20180310	144	Phoenix	Charlotte	-13.0	600	-750	115	122	-7	6.0
20180310	144	San Antonio	Oklahoma City	-4.5	160	-185	94	104	-10	-5.5
20180310	144	Washington	Miami	-4.0	163	-173	102	129	-27	-23.0
20180310	144	Memphis	Dallas	-8.5	355	-400	80	114	-34	-25.5
20180310	144	Orlando	L.A. Clippers	-11.5	625	-785	105	113	-8	3.5
20180311	145	Toronto	New York	9.5	-460	410	132	106	26	16.5
20180311	145	Golden State	Minnesota	5.0	-200	185	103	109	-6	-11.0
20180311	145	Sacramento	Denver	-11.5	575	-850	104	130	-26	-14.5
20180311	145	Indiana	Boston	-6.5	230	-250	99	97	2	8.5
20180311	145	Chicago	Atlanta	-3.0	125	-135	129	122	7	10.0
20180311	145	Utah	New Orleans	12.5	-150	130	116	99	17	4.5
20180311	145	Houston	Dallas	12.5	-450	400	105	82	23	10.5
20180311	145	Philadelphia	Brooklyn	6.5	-240	220	120	97	23	16.5
20180311	145	Cleveland	L.A. Lakers	2.0	-130	120	113	127	-14	-16.0
20180312	146	Milwaukee	Memphis	7.0	-290	260	121	103	18	11.0
20180312	146	San Antonio	Houston	-13.0	650	-1000	93	109	-16	-3.0
20180312	146	Sacramento	Oklahoma City	-12.0	600	-900	101	106	-5	7.0
20180312	146	Miami	Portland	-8.0	270	-330	99	115	-16	-8.0
20180313	147	Minnesota	Washington	-4.0	150	-170	116	111	5	9.0
20180313	147	Toronto	Brooklyn	9.5	-450	360	116	102	14	4.5
20180313	147	Oklahoma City	Atlanta	5.5	-230	210	119	107	12	6.5
20180313	147	Charlotte	New Orleans	-4.5	165	-190	115	119	-4	0.5
20180313	147	Detroit	Utah	-8.0	300	-360	79	110	-31	-23.0
20180313	147	Indiana	Philadelphia	-5.5	185	-225	101	98	3	8.5
20180313	147	Dallas	New York	2.5	-130	110	110	97	13	10.5
20180313	147	L.A. Clippers	Chicago	6.0	-255	215	112	106	6	0.0
20180313	147	Orlando	San Antonio	-10.0	375	-470	72	108	-36	-26.0
20180313	147	Cleveland	Phoenix	7.0	-270	230	129	107	22	15.0
20180313	147	Denver	L.A. Lakers	2.0	-120	110	103	112	-9	-11.0
20180314	148	Milwaukee	Orlando	8.0	-360	300	117	126	-9	-17.0
20180314	148	Miami	Sacramento	6.5	-270	230	119	123	-4	-10.5
20180314	148	Washington	Boston	2.0	-130	110	125	124	1	-1.0
20180314	148	L.A. Lakers	Golden State	-7.5	210	-270	106	117	-11	-3.5
20180315	149	Toronto	Indiana	3.5	-175	155	106	99	7	3.5
20180315	149	Philadelphia	New York	9.0	-465	370	118	110	8	-1.0
20180315	149	Chicago	Memphis	-1.5	-105	-115	111	110	1	2.5
20180315	149	Phoenix	Utah	-12.0	625	-950	88	116	-28	-16.0
20180315	149	Charlotte	Atlanta	4.5	-185	160	129	117	12	7.5
20180315	149	L.A. Clippers	Houston	-11.0	500	-700	96	101	-5	6.0
20180315	149	New Orleans	San Antonio	-3.5	145	-165	93	98	-5	-1.5
20180315	149	Detroit	Denver	-7.5	280	-340	113	120	-7	0.5
20180315	149	Cleveland	Portland	-4.5	165	-190	105	113	-8	-3.5
20180316	150	Boston	Orlando	6.5	-240	220	92	83	9	2.5
20180316	150	Dallas	Toronto	-11.5	600	-750	115	122	-7	4.5
20180316	150	Sacramento	Golden State	-11.0	550	-800	98	93	5	16.0
20180316	150	Brooklyn	Philadelphia	-9.0	345	-385	116	120	-4	5.0
20180316	150	L.A. Clippers	Oklahoma City	-4.0	155	-175	113	121	-8	-4.0
20180316	150	Miami	L.A. Lakers	-3.5	155	-175	92	91	1	4.5
20180317	151	Atlanta	Milwaukee	-11.0	550	-800	117	122	-5	6.0
20180317	151	Houston	New Orleans	6.5	-300	250	107	101	6	-0.5
20180317	151	Charlotte	New York	6.0	-270	230	101	124	-23	-29.0
20180317	151	Cleveland	Chicago	6.0	-265	245	114	109	5	-1.0
20180317	151	Sacramento	Utah	-15.0	1050	-1300	97	103	-6	9.0
20180317	151	Indiana	Washington	-3.5	160	-170	102	109	-7	-3.5
20180317	151	Dallas	Brooklyn	-2.5	120	-140	106	114	-8	-5.5
20180317	151	Denver	Memphis	6.0	-290	260	94	101	-7	-13.0
20180317	151	Minnesota	San Antonio	-4.5	155	-175	101	117	-16	-11.5
20180317	151	Golden State	Phoenix	3.0	-150	140	124	109	15	12.0
20180317	151	Detroit	Portland	-8.0	350	-440	87	100	-13	-5.0
20180318	152	Oklahoma City	Toronto	-6.5	220	-240	132	125	7	13.5
20180318	152	Houston	Minnesota	7.0	-300	270	129	120	9	2.0
20180318	152	Boston	New Orleans	-3.0	125	-145	89	108	-19	-16.0
20180318	152	Portland	L.A. Clippers	-2.5	120	-130	122	109	13	15.5
20180319	153	Milwaukee	Cleveland	-3.5	125	-145	117	124	-7	-3.5
20180319	153	Charlotte	Philadelphia	-7.5	300	-360	94	108	-14	-6.5
20180319	153	Chicago	New York	-5.5	185	-225	92	110	-18	-12.5
20180319	153	Golden State	San Antonio	-6.5	225	-265	75	89	-14	-7.5
20180319	153	L.A. Lakers	Indiana	-5.0	160	-185	100	110	-10	-5.0
20180319	153	Denver	Miami	-1.5	115	-125	141	149	-8	-6.5
20180319	153	Memphis	Brooklyn	-5.0	165	-190	115	118	-3	2.0
20180319	153	Detroit	Sacramento	2.5	-145	125	106	90	16	13.5
20180320	154	Toronto	Orlando	10.0	-600	450	93	86	7	-3.0
20180320	154	L.A. Clippers	Minnesota	-3.0	135	-155	109	123	-14	-11.0
20180320	154	Atlanta	Utah	-13.0	800	-1250	99	94	5	18.0
20180320	154	Dallas	New Orleans	-9.0	365	-460	105	115	-10	-1.0
20180320	154	Oklahoma City	Boston	3.0	-155	135	99	100	-1	-4.0
20180320	154	Detroit	Phoenix	6.0	-250	210	115	88	27	21.0
20180320	154	Houston	Portland	4.5	-200	170	115	111	4	-0.5
20180321	155	Toronto	Cleveland	-1.0	108	-118	129	132	-3	-2.0
20180321	155	New York	Miami	-10.0	485	-670	98	119	-21	-11.0
20180321	155	L.A. Clippers	Milwaukee	-4.0	175	-210	127	120	7	11.0
20180321	155	Indiana	New Orleans	-1.0	-102	-118	92	96	-4	-3.0
20180321	155	Memphis	Philadelphia	-13.0	625	-950	105	119	-14	-1.0
20180321	155	Charlotte	Brooklyn	0.0	-110	-110	111	105	6	6.0
20180321	155	Denver	Chicago	9.0	-475	380	135	102	33	24.0
20180321	155	Washington	San Antonio	-5.0	175	-210	90	98	-8	-3.0
20180322	156	Philadelphia	Orlando	7.0	-300	250	118	98	20	13.0
20180322	156	L.A. Lakers	New Orleans	-3.0	140	-150	125	128	-3	0.0
20180322	156	Utah	Dallas	8.0	-350	290	119	112	7	-1.0
20180322	156	Memphis	Charlotte	-9.0	420	-475	79	140	-61	-52.0
20180322	156	Detroit	Houston	-12.5	900	-1100	96	100	-4	8.5
20180322	156	Atlanta	Sacramento	-2.0	110	-130	90	105	-15	-13.0
20180323	157	L.A. Clippers	Indiana	-2.5	125	-145	104	109	-5	-2.5
20180323	157	Minnesota	New York	6.5	-275	235	108	104	4	-2.5
20180323	157	Brooklyn	Toronto	-12.0	775	-1200	112	116	-4	8.0
20180323	157	Milwaukee	Chicago	5.0	-210	175	118	105	13	8.0
20180323	157	Boston	Portland	-6.5	235	-275	105	100	5	11.5
20180323	157	Denver	Washington	-1.5	105	-125	108	100	8	9.5
20180323	157	Phoenix	Cleveland	-13.0	735	-1350	95	120	-25	-12.0
20180323	157	Miami	Oklahoma City	-6.5	240	-280	99	105	-6	0.5
20180323	157	Utah	San Antonio	-3.0	135	-155	120	124	-4	-1.0
20180323	157	Atlanta	Golden State	-9.0	365	-460	94	106	-12	-3.0
20180324	158	Minnesota	Philadelphia	-7.0	245	-290	108	120	-12	-5.0
20180324	158	Phoenix	Orlando	-6.0	205	-245	99	105	-6	0.0
20180324	158	New Orleans	Houston	-8.5	325	-400	91	114	-23	-14.5
20180324	158	Chicago	Detroit	-11.5	650	-1000	95	117	-22	-10.5
20180324	158	L.A. Lakers	Memphis	5.0	-210	175	100	93	7	2.0
20180324	158	Charlotte	Dallas	1.0	-117	-103	102	98	4	3.0
