date	day	away	home	opening_spread	away_ML	home_ML	away_pts	home_pts	result	result_diff
20171206	50	Miami	San Antonio	-7.5	275	-335	105	117	-12	-4.5
20171206	50	Chicago	Indiana	-9.5	360	-450	96	98	-2	7.5
20171206	50	Memphis	New York	-2.5	120	-140	88	99	-11	-8.5
20171206	50	Denver	New Orleans	-4.0	160	-185	114	123	-9	-5.0
20171206	50	Detroit	Milwaukee	-3.0	130	-150	100	104	-4	-1.0
20171206	50	Minnesota	L.A. Clippers	5.5	-225	185	113	107	6	0.5
20171207	51	L.A. Lakers	Philadelphia	-8.0	260	-320	107	104	3	11.0
20171207	51	Oklahoma City	Brooklyn	7.5	-300	250	95	100	-5	-12.5
20171207	51	Washington	Phoenix	7.5	-350	290	109	99	10	2.5
20171207	51	Houston	Utah	5.0	-225	185	112	101	11	6.0
20171208	52	Chicago	Charlotte	-11.0	380	-475	119	111	8	19.0
20171208	52	Denver	Orlando	-1.0	105	-125	103	89	14	15.0
20171208	52	Sacramento	New Orleans	-7.5	255	-310	116	109	7	14.5
20171208	52	Toronto	Memphis	5.0	-225	185	116	107	9	4.0
20171208	52	Cleveland	Indiana	2.0	-165	145	102	106	-4	-6.0
20171208	52	Golden State	Detroit	5.5	-220	180	102	98	4	-1.5
20171208	52	Dallas	Milwaukee	-5.0	210	-250	102	109	-7	-2.0
20171208	52	Boston	San Antonio	-1.0	110	-130	102	105	-3	-2.0
20171209	53	Washington	L.A. Clippers	2.5	-140	130	112	113	-1	-3.5
20171209	53	L.A. Lakers	Charlotte	-5.5	175	-190	110	99	11	16.5
20171209	53	Philadelphia	Cleveland	-5.0	260	-320	98	105	-7	-2.0
20171209	53	Utah	Milwaukee	-3.0	135	-155	100	117	-17	-14.0
20171209	53	Oklahoma City	Memphis	5.0	-200	170	102	101	1	-4.0
20171209	53	Miami	Brooklyn	2.0	-130	110	101	89	12	10.0
20171209	53	Orlando	Atlanta	-2.0	160	-185	110	117	-7	-5.0
20171209	53	New York	Chicago	4.0	-170	150	102	104	-2	-6.0
20171209	53	San Antonio	Phoenix	8.5	-280	255	104	101	3	-5.5
20171209	53	Houston	Portland	9.0	-390	320	124	117	7	-2.0
20171210	54	Toronto	Sacramento	7.0	-290	245	102	87	15	8.0
20171210	54	Denver	Indiana	-6.5	220	-260	116	126	-10	-3.5
20171210	54	Philadelphia	New Orleans	-4.5	155	-175	124	131	-7	-2.5
20171210	54	Boston	Detroit	1.0	-117	-103	91	81	10	9.0
20171210	54	Dallas	Minnesota	-8.0	300	-360	92	97	-5	3.0
20171210	54	Atlanta	New York	-6.0	210	-250	107	111	-4	2.0
20171211	55	Boston	Chicago	7.5	-290	245	85	108	-23	-30.5
20171211	55	New Orleans	Houston	-12.0	525	-750	123	130	-7	5.0
20171211	55	Portland	Golden State	-11.5	485	-670	104	111	-7	4.5
20171211	55	Miami	Memphis	-1.5	105	-125	107	82	25	26.5
20171211	55	Charlotte	Oklahoma City	-6.0	225	-265	116	103	13	19.0
20171211	55	Toronto	L.A. Clippers	5.5	-210	175	91	96	-5	-10.5
20171212	56	Atlanta	Cleveland	-11.0	525	-750	114	123	-9	2.0
20171212	56	L.A. Lakers	New York	-3.5	145	-155	109	113	-4	-0.5
20171212	56	San Antonio	Dallas	6.0	-240	200	89	95	-6	-12.0
20171212	56	Denver	Detroit	-7.0	240	-280	103	84	19	26.0
20171212	56	Washington	Brooklyn	3.0	-145	135	98	103	-5	-8.0
20171212	56	Philadelphia	Minnesota	-6.5	185	-225	118	112	6	12.5
20171212	56	Phoenix	Sacramento	-4.0	165	-175	92	99	-7	-3.0
20171213	57	L.A. Clippers	Orlando	-1.5	105	-125	106	95	11	12.5
20171213	57	Oklahoma City	Indiana	-1.5	103	-123	100	95	5	6.5
20171213	57	Portland	Miami	-2.5	130	-150	102	95	7	9.5
20171213	57	Milwaukee	New Orleans	-2.0	115	-135	108	115	-7	-5.0
20171213	57	Memphis	Washington	-7.0	250	-300	87	93	-6	1.0
20171213	57	Denver	Boston	-7.5	270	-330	118	124	-6	1.5
20171213	57	Utah	Chicago	4.0	-170	150	100	103	-3	-7.0
20171213	57	Toronto	Phoenix	10.5	-750	525	115	109	6	-4.5
20171213	57	Charlotte	Houston	-12.5	575	-850	96	108	-12	0.5
20171214	58	Detroit	Atlanta	4.0	-155	135	105	91	14	10.0
20171214	58	L.A. Lakers	Cleveland	-10.0	400	-500	112	121	-9	1.0
20171214	58	New York	Brooklyn	0.0	105	-125	111	104	7	7.0
20171214	58	Sacramento	Minnesota	-10.0	360	-450	96	119	-23	-13.0
20171214	58	Dallas	Golden State	-12.0	550	-800	97	112	-15	-3.0
20171215	59	Detroit	Indiana	-4.5	160	-185	104	98	6	10.5
20171215	59	L.A. Clippers	Washington	-9.5	380	-475	91	100	-9	0.5
20171215	59	Oklahoma City	Philadelphia	-2.0	105	-125	119	117	2	4.0
20171215	59	Brooklyn	Toronto	-11.0	540	-660	87	120	-33	-22.0
20171215	59	Atlanta	Memphis	-6.5	190	-230	94	96	-2	4.5
20171215	59	Miami	Charlotte	-5.0	180	-220	104	98	6	11.0
20171215	59	Portland	Orlando	3.5	-160	140	95	88	7	3.5
20171215	59	Utah	Boston	-5.5	190	-230	107	95	12	17.5
20171215	59	Chicago	Milwaukee	-8.0	270	-330	115	109	6	14.0
20171215	59	New Orleans	Denver	-1.0	-102	-118	111	117	-6	-5.0
20171215	59	San Antonio	Houston	-7.5	250	-300	109	124	-15	-7.5
20171216	60	Portland	Charlotte	-3.0	125	-145	93	91	2	5.0
20171216	60	Oklahoma City	New York	2.5	-140	120	96	111	-15	-17.5
20171216	60	Phoenix	Minnesota	-11.5	585	-725	108	106	2	13.5
20171216	60	Dallas	San Antonio	-8.5	275	-335	96	98	-2	6.5
20171216	60	Utah	Cleveland	-8.5	525	-750	100	109	-9	-0.5
20171216	60	L.A. Clippers	Miami	-6.0	195	-235	85	90	-5	1.0
20171216	60	Milwaukee	Houston	-10.5	525	-750	111	115	-4	6.5
20171216	60	Boston	Memphis	5.0	-185	170	102	93	9	4.0
20171217	61	Sacramento	Toronto	-12.5	600	-900	93	108	-15	-2.5
20171217	61	Indiana	Brooklyn	3.0	-145	125	109	97	12	9.0
20171217	61	Orlando	Detroit	-10.5	425	-550	110	114	-4	6.5
20171217	61	Cleveland	Washington	1.5	-102	-118	106	99	7	5.5
20171218	62	New York	Charlotte	-6.5	190	-210	91	109	-18	-11.5
20171218	62	Miami	Atlanta	2.5	-130	110	104	110	-6	-8.5
20171218	62	Denver	Oklahoma City	-4.0	175	-190	94	95	-1	3.0
20171218	62	Portland	Minnesota	-2.5	130	-140	107	108	-1	1.5
20171218	62	L.A. Clippers	San Antonio	-11.5	570	-705	91	109	-18	-6.5
20171218	62	Boston	Indiana	1.5	-130	110	112	111	1	-0.5
20171218	62	Philadelphia	Chicago	1.5	-135	115	115	117	-2	-3.5
20171218	62	Utah	Houston	-12.0	525	-750	99	120	-21	-9.0
20171218	62	Phoenix	Dallas	-6.0	210	-230	97	91	6	12.0
20171218	62	Golden State	L.A. Lakers	6.5	-240	200	116	114	2	-4.5
20171219	63	New Orleans	Washington	-4.5	165	-190	106	116	-10	-5.5
20171219	63	Sacramento	Philadelphia	-9.0	295	-355	101	95	6	15.0
20171219	63	Cleveland	Milwaukee	1.0	-123	103	116	119	-3	-4.0
20171220	64	Toronto	Charlotte	1.0	-120	110	129	111	18	17.0
20171220	64	Indiana	Atlanta	4.5	-170	160	105	95	10	5.5
20171220	64	Utah	Oklahoma City	-7.5	240	-280	79	107	-28	-20.5
20171220	64	Orlando	Chicago	-5.0	185	-200	94	112	-18	-13.0
20171220	64	Minnesota	Denver	-2.5	115	-125	112	104	8	10.5
20171220	64	Memphis	Golden State	-10.5	475	-650	84	97	-13	-2.5
20171220	64	Sacramento	Brooklyn	-5.5	170	-200	104	99	5	10.5
20171220	64	Miami	Boston	-8.0	295	-325	90	89	1	9.0
20171220	64	L.A. Lakers	Houston	-14.0	1000	-1200	122	116	6	20.0
20171220	64	Detroit	Dallas	2.0	-117	-103	93	110	-17	-19.0
20171220	64	San Antonio	Portland	1.0	103	-113	93	91	2	1.0
20171220	64	Phoenix	L.A. Clippers	-4.0	165	-175	95	108	-13	-9.0
20171221	65	Toronto	Philadelphia	3.5	-160	150	114	109	5	1.5
20171221	65	Boston	New York	2.5	-135	115	93	102	-9	-11.5
20171221	65	Chicago	Cleveland	-11.5	475	-650	112	115	-3	8.5
20171221	65	Memphis	Phoenix	0.0	-130	110	95	97	-2	-2.0
20171221	65	San Antonio	Utah	3.0	-165	145	89	100	-11	-14.0
20171222	66	New York	Detroit	-6.0	210	-250	101	104	-3	3.0
20171222	66	Washington	Brooklyn	5.0	-210	175	84	119	-35	-40.0
20171222	66	Atlanta	Oklahoma City	-10.5	540	-660	117	120	-3	7.5
20171222	66	Charlotte	Milwaukee	-4.5	175	-210	104	109	-5	-0.5
20171222	66	New Orleans	Orlando	4.0	-220	180	111	97	14	10.0
20171222	66	Dallas	Miami	0.0	-102	-118	101	113	-12	-12.0
20171222	66	L.A. Clippers	Houston	-11.5	575	-850	128	118	10	21.5
20171222	66	Denver	Portland	-1.0	105	-125	102	85	17	18.0
20171222	66	L.A. Lakers	Golden State	-10.0	450	-525	106	113	-7	3.0
20171223	67	Philadelphia	Toronto	-8.5	350	-440	86	102	-16	-7.5
20171223	67	Brooklyn	Indiana	-10.5	475	-650	119	123	-4	6.5
20171223	67	Chicago	Boston	-7.0	240	-280	92	117	-25	-18.0
20171223	67	New Orleans	Miami	5.5	-240	200	109	94	15	9.5
20171223	67	Oklahoma City	Utah	0.0	-102	-118	103	89	14	14.0
20171223	67	Minnesota	Phoenix	7.5	-310	255	115	106	9	1.5
20171223	67	Orlando	Washington	-11.5	550	-800	103	130	-27	-15.5
20171223	67	Milwaukee	Charlotte	-1.5	103	-123	106	111	-5	-3.5
20171223	67	Dallas	Atlanta	2.5	-145	125	107	112	-5	-7.5
20171223	67	L.A. Clippers	Memphis	-4.5	160	-185	112	115	-3	1.5
20171223	67	Denver	Golden State	-10.0	425	-550	96	81	15	25.0
20171223	67	Portland	L.A. Lakers	-3.0	135	-155	95	92	3	6.0
20171223	67	San Antonio	Sacramento	7.5	-310	255	108	99	9	1.5
20171225	69	Philadelphia	New York	-2.0	110	-130	105	98	7	9.0
20171225	69	Washington	Boston	-4.5	180	-220	111	103	8	12.5
20171225	69	Cleveland	Golden State	-5.0	180	-220	92	99	-7	-2.0
20171225	69	Houston	Oklahoma City	3.5	-185	160	107	112	-5	-8.5
20171225	69	Minnesota	L.A. Lakers	4.5	-155	135	121	104	17	12.5
20171226	70	Toronto	Dallas	5.5	-210	175	93	98	-5	-10.5
20171226	70	Orlando	Miami	-6.5	210	-250	89	107	-18	-11.5
20171226	70	Brooklyn	San Antonio	-12.0	575	-850	97	109	-12	0.0
20171226	70	Memphis	Phoenix	0.0	-117	-103	97	99	-2	-2.0
20171226	70	Indiana	Detroit	-2.0	110	-130	83	107	-24	-22.0
20171226	70	Chicago	Milwaukee	-6.5	210	-250	115	106	9	15.5
20171226	70	Utah	Denver	-6.0	190	-230	83	107	-24	-18.0
20171226	70	Sacramento	L.A. Clippers	-5.0	173	-205	95	122	-27	-22.0
20171227	71	Boston	Charlotte	1.0	-112	102	102	91	11	10.0
20171227	71	Washington	Atlanta	5.5	-220	180	99	113	-14	-19.5
20171227	71	New York	Chicago	0.0	103	-123	87	92	-5	-5.0
20171227	71	Denver	Minnesota	-5.5	175	-210	125	128	-3	2.5
20171227	71	Memphis	L.A. Lakers	-2.5	125	-145	109	99	10	12.5
20171227	71	Dallas	Indiana	-5.5	175	-210	98	94	4	9.5
20171227	71	Brooklyn	New Orleans	-10.0	380	-475	113	128	-15	-5.0
20171227	71	Toronto	Oklahoma City	-3.0	150	-170	107	124	-17	-14.0
20171227	71	Cleveland	Sacramento	9.5	-450	360	95	109	-14	-23.5
20171227	71	Utah	Golden State	-12.0	550	-800	101	126	-25	-13.0
20171228	72	Detroit	Orlando	5.5	-190	165	89	102	-13	-18.5
20171228	72	Minnesota	Milwaukee	-2.5	145	-155	96	102	-6	-3.5
20171228	72	Houston	Boston	2.5	-125	105	98	99	-1	-3.5
20171228	72	New York	San Antonio	-11.0	550	-800	107	119	-12	-1.0
20171228	72	Philadelphia	Portland	-2.5	145	-155	110	114	-4	-1.5
20171229	73	Houston	Washington	1.0	-118	-102	103	121	-18	-19.0
20171229	73	Indiana	Chicago	-3.0	130	-150	107	119	-12	-9.0
20171229	73	Dallas	New Orleans	-6.0	220	-240	128	120	8	14.0
20171229	73	Phoenix	Sacramento	-1.0	120	-130	111	101	10	11.0
20171229	73	Atlanta	Toronto	-11.0	500	-700	98	111	-13	-2.0
20171229	73	Milwaukee	Oklahoma City	-8.0	315	-380	97	95	2	10.0
20171229	73	Brooklyn	Miami	-7.0	210	-250	111	87	24	31.0
20171229	73	L.A. Clippers	L.A. Lakers	3.5	-145	135	121	106	15	11.5
20171229	73	Charlotte	Golden State	-11.0	500	-700	111	100	11	22.0
20171230	74	New York	New Orleans	-5.5	190	-230	105	103	2	7.5
20171230	74	San Antonio	Detroit	5.0	-200	170	79	93	-14	-19.0
20171230	74	Cleveland	Utah	3.5	-160	140	101	104	-3	-6.5
20171230	74	Miami	Orlando	1.0	-117	-103	117	111	6	5.0
20171230	74	Portland	Atlanta	3.5	-165	145	89	104	-15	-18.5
20171230	74	Memphis	Golden State	-13.0	775	-1200	128	141	-13	0.0
20171230	74	Philadelphia	Denver	-7.5	255	-310	107	102	5	12.5
20171231	75	Chicago	Washington	-7.5	250	-300	110	114	-4	3.5
20171231	75	Brooklyn	Boston	-10.0	425	-550	105	108	-3	7.0
20171231	75	Memphis	Sacramento	-3.0	130	-150	114	96	18	21.0
20171231	75	Charlotte	L.A. Clippers	-2.5	120	-140	98	106	-8	-5.5
20171231	75	Minnesota	Indiana	2.5	-145	125	107	90	17	14.5
20171231	75	Dallas	Oklahoma City	-6.5	200	-240	116	113	3	9.5
20171231	75	L.A. Lakers	Houston	-14.5	1000	-1500	142	148	-6	8.5
20171231	75	Philadelphia	Phoenix	2.5	-140	120	123	110	13	10.5
20180101	76	Orlando	Brooklyn	-1.0	115	-135	95	98	-3	-2.0
20180101	76	L.A. Lakers	Minnesota	-10.0	450	-600	96	114	-18	-8.0
20180101	76	Milwaukee	Toronto	-6.0	210	-230	127	131	-4	2.0
20180101	76	Portland	Chicago	-1.0	-103	-117	124	120	4	5.0
20180102	77	Portland	Cleveland	-8.0	275	-335	110	127	-17	-9.0
20180102	77	Atlanta	Phoenix	-1.5	103	-123	103	104	-1	0.5
20180102	77	San Antonio	New York	4.0	-170	150	100	91	9	5.0
20180102	77	Charlotte	Sacramento	3.5	-165	145	131	111	20	16.5
20180102	77	Memphis	L.A. Clippers	-5.0	170	-200	105	113	-8	-3.0
20180103	78	New York	Washington	-8.5	300	-360	103	121	-18	-9.5
20180103	78	Houston	Orlando	7.5	-300	250	116	98	18	10.5
20180103	78	Detroit	Miami	-3.0	135	-155	104	111	-7	-4.0
20180103	78	Toronto	Chicago	5.0	-200	170	124	115	9	4.0
20180103	78	Golden State	Dallas	7.0	-265	225	125	122	3	-4.0
20180103	78	New Orleans	Utah	-1.5	105	-125	108	98	10	11.5
20180103	78	San Antonio	Philadelphia	3.0	318	-350	106	112	-6	-9.0
20180103	78	Minnesota	Brooklyn	6.0	-260	220	97	98	-1	-7.0
20180103	78	Indiana	Milwaukee	-8.0	280	-340	101	122	-21	-13.0
20180103	78	Cleveland	Boston	-2.5	125	-145	88	102	-14	-11.5
20180103	78	Phoenix	Denver	-11.0	475	-650	111	134	-23	-12.0
20180103	78	Oklahoma City	L.A. Lakers	6.5	-250	230	133	96	37	30.5
20180104	79	Golden State	Houston	4.0	-178	167	124	114	10	6.0
20180104	79	Oklahoma City	L.A. Clippers	1.0	-118	-102	127	117	10	9.0
20180105	80	Detroit	Philadelphia	-6.0	200	-240	78	114	-36	-30.0
20180105	80	New York	Miami	-5.5	175	-210	103	107	-4	1.5
20180105	80	Chicago	Dallas	-4.5	160	-185	127	124	3	7.5
20180105	80	Utah	Denver	-6.5	230	-270	91	99	-8	-1.5
20180105	80	Atlanta	Portland	-7.0	245	-290	89	110	-21	-14.0
20180105	80	Minnesota	Boston	-4.0	150	-170	84	91	-7	-3.0
20180105	80	Toronto	Milwaukee	1.0	-120	100	129	110	19	18.0
20180105	80	Phoenix	San Antonio	-12.0	550	-800	89	103	-14	-2.0
20180105	80	Washington	Memphis	4.5	-185	160	102	100	2	-2.5
20180105	80	Charlotte	L.A. Lakers	2.5	-140	120	108	94	14	11.5
20180106	81	Golden State	L.A. Clippers	7.0	-380	315	121	105	16	9.0
20180106	81	Chicago	Indiana	-4.5	170	-200	86	125	-39	-34.5
20180106	81	Houston	Detroit	4.5	-210	175	101	108	-7	-11.5
20180106	81	New Orleans	Minnesota	-1.5	105	-125	98	116	-18	-16.5
20180106	81	Boston	Brooklyn	5.0	-200	170	87	85	2	-3.0
20180106	81	Cleveland	Orlando	9.0	-440	350	131	127	4	-5.0
20180106	81	Milwaukee	Washington	-4.0	160	-170	110	103	7	11.0
20180106	81	Denver	Sacramento	4.0	-175	165	98	106	-8	-12.0
20180107	82	Utah	Miami	-4.5	160	-185	102	103	-1	3.5
20180107	82	Oklahoma City	Phoenix	8.5	-360	325	100	114	-14	-22.5
20180107	82	New York	Dallas	-4.5	165	-190	100	96	4	8.5
20180107	82	San Antonio	Portland	1.5	103	-123	110	111	-1	-2.5
20180107	82	Atlanta	L.A. Lakers	-2.5	125	-145	113	132	-19	-16.5
20180108	83	Milwaukee	Indiana	-1.5	105	-125	96	109	-13	-11.5
20180108	83	Cleveland	Minnesota	1.0	-120	100	99	127	-28	-29.0
20180108	83	Detroit	New Orleans	-7.0	250	-300	109	112	-3	4.0
20180108	83	Atlanta	L.A. Clippers	-4.0	160	-185	107	108	-1	3.0
20180108	83	Toronto	Brooklyn	7.5	-330	270	114	113	1	-6.5
20180108	83	Houston	Chicago	5.0	-210	175	116	107	9	4.0
20180108	83	San Antonio	Sacramento	5.5	-260	220	107	100	7	1.5
20180108	83	Denver	Golden State	-9.5	475	-650	114	124	-10	-0.5
20180109	84	Miami	Toronto	-5.0	175	-210	90	89	1	6.0
20180109	84	Orlando	Dallas	-6.5	200	-240	99	114	-15	-8.5
20180109	84	Portland	Oklahoma City	-8.5	275	-335	117	106	11	19.5
20180109	84	Sacramento	L.A. Lakers	-6.5	200	-240	86	99	-13	-6.5
20180110	85	Miami	Indiana	-4.5	160	-185	114	106	8	12.5
20180110	85	Dallas	Charlotte	-6.5	220	-260	115	111	4	10.5
20180110	85	Chicago	New York	-3.5	160	-185	122	119	3	6.5
20180110	85	New Orleans	Memphis	1.0	-113	103	102	105	-3	-4.0
20180110	85	Oklahoma City	Minnesota	-4.0	155	-175	88	104	-16	-12.0
20180110	85	Utah	Washington	-7.0	248	-270	107	104	3	10.0
20180110	85	Detroit	Brooklyn	2.0	-125	115	114	80	34	32.0
20180110	85	Orlando	Milwaukee	-10.5	475	-650	103	110	-7	3.5
20180110	85	Portland	Houston	-9.0	318	-350	112	121	-9	0.0
20180110	85	Atlanta	Denver	-9.5	378	-425	110	97	13	22.5
20180110	85	L.A. Clippers	Golden State	-16.5	1400	-2500	125	106	19	35.5
20180111	86	Boston	Philadelphia	2.0	-135	115	114	103	11	9.0
20180111	86	L.A. Clippers	Sacramento	1.5	-123	103	121	115	6	4.5
20180111	86	Cleveland	Toronto	2.0	-175	155	99	133	-34	-36.0
20180111	86	San Antonio	L.A. Lakers	2.5	-150	130	81	93	-12	-14.5
20180112	87	Cleveland	Indiana	1.5	-123	103	95	97	-2	-3.5
20180112	87	Orlando	Washington	-10.5	475	-650	119	125	-6	4.5
20180112	87	New York	Minnesota	-9.0	360	-450	108	118	-10	-1.0
20180112	87	Golden State	Milwaukee	4.5	-190	165	108	94	14	9.5
20180112	87	Utah	Charlotte	-4.0	155	-175	88	99	-11	-7.0
20180112	87	Brooklyn	Atlanta	-3.5	145	-165	110	105	5	8.5
20180112	87	Portland	New Orleans	-2.5	110	-130	113	119	-6	-3.5
20180112	87	Memphis	Denver	-7.5	250	-300	78	87	-9	-1.5
20180112	87	Houston	Phoenix	7.5	-270	230	112	95	17	9.5
20180113	88	L.A. Lakers	Dallas	-4.5	165	-190	107	101	6	10.5
20180113	88	Oklahoma City	Charlotte	1.5	-125	105	101	91	10	8.5
20180113	88	Golden State	Toronto	3.5	-185	160	127	125	2	-1.5
20180113	88	Sacramento	L.A. Clippers	-7.5	275	-305	105	126	-21	-13.5
20180113	88	Brooklyn	Washington	-9.5	360	-450	113	119	-6	3.5
20180113	88	Detroit	Chicago	-1.0	-105	-115	105	107	-2	-1.0
20180113	88	Denver	San Antonio	-7.5	245	-290	80	112	-32	-24.5
20180114	89	Milwaukee	Miami	-2.0	110	-130	79	97	-18	-16.0
20180114	89	Indiana	Phoenix	4.5	-185	160	120	97	23	18.5
20180114	89	New Orleans	New York	1.5	-125	105	123	118	5	3.5
20180114	89	Portland	Minnesota	-5.5	190	-230	103	120	-17	-11.5
20180115	90	Charlotte	Detroit	-3.0	130	-150	118	107	11	14.0
20180115	90	Milwaukee	Washington	-5.0	165	-190	104	95	9	14.0
20180115	90	New York	Brooklyn	-2.0	115	-135	119	104	15	17.0
20180115	90	L.A. Lakers	Memphis	-2.0	128	-138	114	123	-9	-7.0
20180115	90	Sacramento	Oklahoma City	-11.5	550	-800	88	95	-7	4.5
20180115	90	Toronto	Philadelphia	0.0	-113	103	111	117	-6	-6.0
20180115	90	San Antonio	Atlanta	7.5	-340	280	99	102	-3	-10.5
20180115	90	Miami	Chicago	-1.0	-103	-117	111	119	-8	-7.0
20180115	90	Golden State	Cleveland	4.5	-200	170	118	108	10	5.5
20180115	90	Indiana	Utah	-4.0	165	-175	109	94	15	19.0
20180115	90	Houston	L.A. Clippers	3.0	-155	135	102	113	-11	-14.0
20180116	91	Minnesota	Orlando	8.0	-320	260	102	108	-6	-14.0
20180116	91	Dallas	Denver	-5.5	200	-240	102	105	-3	2.5
20180116	91	New Orleans	Boston	-4.5	170	-200	116	113	3	7.5
20180116	91	Phoenix	Portland	-10.5	400	-500	111	118	-7	3.5
20180117	92	Washington	Charlotte	-1.5	105	-125	109	133	-24	-22.5
20180117	92	San Antonio	Brooklyn	7.0	-260	240	100	95	5	-2.0
20180117	92	Miami	Milwaukee	-4.5	160	-185	106	101	5	9.5
20180117	92	Golden State	Chicago	9.0	-410	365	119	112	7	-2.0
20180117	92	Utah	Sacramento	4.0	-175	155	120	105	15	11.0
20180117	92	Detroit	Toronto	-8.5	335	-420	91	96	-5	3.5
20180117	92	New Orleans	Atlanta	3.0	-150	130	93	94	-1	-4.0
20180117	92	New York	Memphis	-2.0	110	-130	99	105	-6	-4.0
20180117	92	L.A. Lakers	Oklahoma City	-9.5	380	-430	90	114	-24	-14.5
20180117	92	Denver	L.A. Clippers	-4.0	135	-145	104	109	-5	-1.0
20180118	93	Orlando	Cleveland	-11.0	500	-700	103	104	-1	10.0
20180118	93	Minnesota	Houston	-5.0	175	-210	98	116	-18	-13.0
20180118	93	Philadelphia	Boston	-4.0	165	-175	89	80	9	13.0
20180118	93	Indiana	Portland	-3.5	140	-160	86	100	-14	-10.5
20180119	94	San Antonio	Toronto	-5.5	200	-240	83	86	-3	2.5
20180119	94	Washington	Detroit	1.0	-125	105	122	112	10	9.0
20180119	94	Phoenix	Denver	-9.0	360	-450	108	100	8	17.0
20180119	94	Miami	Brooklyn	3.5	-170	150	95	101	-6	-9.5
20180119	94	Sacramento	Memphis	-6.0	185	-200	88	106	-18	-12.0
20180119	94	New York	Utah	-4.0	160	-185	117	115	2	6.0
20180119	94	Indiana	L.A. Lakers	3.0	-120	110	86	99	-13	-16.0
20180120	95	Oklahoma City	Cleveland	-4.0	130	-170	148	124	24	28.0
20180120	95	Memphis	New Orleans	-9.0	350	-440	104	111	-7	2.0
20180120	95	Milwaukee	Philadelphia	-6.5	225	-265	94	116	-22	-15.5
20180120	95	L.A. Clippers	Utah	-2.0	110	-130	113	125	-12	-10.0
20180120	95	Chicago	Atlanta	-2.0	105	-125	113	97	16	18.0
20180120	95	Miami	Charlotte	-4.5	170	-200	106	105	1	5.5
20180120	95	Golden State	Houston	4.5	-175	155	108	116	-8	-12.5
20180120	95	Toronto	Minnesota	-3.0	135	-155	109	115	-6	-3.0
20180120	95	Dallas	Portland	-5.0	170	-200	108	117	-9	-4.0
20180121	96	Orlando	Boston	-10.5	450	-600	103	95	8	18.5
20180121	96	Brooklyn	Detroit	-6.0	205	-245	101	100	1	7.0
20180121	96	New York	L.A. Lakers	1.5	-125	105	107	127	-20	-21.5
20180121	96	Indiana	San Antonio	-5.5	220	-260	94	86	8	13.5
20180122	97	Sacramento	Charlotte	-9.0	450	-600	107	112	-5	4.0
20180122	97	Chicago	New Orleans	-6.0	205	-245	128	132	-4	2.0
20180122	97	Philadelphia	Memphis	2.5	-140	120	101	105	-4	-6.5
20180122	97	Washington	Dallas	1.5	-130	110	75	98	-23	-24.5
20180122	97	Utah	Atlanta	2.5	-140	120	90	104	-14	-16.5
20180122	97	Miami	Houston	-10.5	450	-600	90	99	-9	1.5
20180122	97	Phoenix	Milwaukee	-4.5	160	-185	105	109	-4	0.5
20180122	97	Portland	Denver	-3.0	135	-155	101	104	-3	0.0
20180122	97	Minnesota	L.A. Clippers	3.0	-130	110	126	118	8	5.0
20180123	98	Sacramento	Orlando	-6.0	210	-250	105	99	6	12.0
20180123	98	Brooklyn	Oklahoma City	-10.0	415	-525	108	109	-1	9.0
20180123	98	Cleveland	San Antonio	-2.0	120	-140	102	114	-12	-10.0
20180123	98	New York	Golden State	-14.0	1050	-1600	112	123	-11	3.0
20180123	98	Boston	L.A. Lakers	4.5	-175	155	107	108	-1	-5.5
20180124	99	Chicago	Philadelphia	-5.0	175	-210	101	115	-14	-9.0
20180124	99	Utah	Detroit	-2.0	110	-130	98	95	3	5.0
20180124	99	Toronto	Atlanta	6.0	-245	205	108	93	15	9.0
20180124	99	Houston	Dallas	6.0	-245	205	104	97	7	1.0
20180124	99	New Orleans	Charlotte	-1.5	110	-130	101	96	5	6.5
20180124	99	Phoenix	Indiana	-7.5	260	-320	101	116	-15	-7.5
20180124	99	San Antonio	Memphis	0.0	102	-112	108	85	23	23.0
20180124	99	Minnesota	Portland	-2.0	119	-129	114	123	-9	-7.0
20180124	99	Boston	L.A. Clippers	-1.0	110	-120	113	102	11	12.0
20180125	100	Sacramento	Miami	-10.5	475	-650	89	88	1	11.5
20180125	100	New York	Denver	-4.5	175	-210	118	130	-12	-7.5
20180125	100	Washington	Oklahoma City	-5.5	175	-210	112	121	-9	-3.5
20180125	100	Minnesota	Golden State	-12.5	650	-1000	113	126	-13	-0.5
20180126	101	Atlanta	Charlotte	-6.5	230	-250	110	121	-11	-4.5
20180126	101	Utah	Toronto	-7.5	265	-295	97	93	4	11.5
20180126	101	Brooklyn	Milwaukee	-6.5	220	-240	91	116	-25	-18.5
20180126	101	L.A. Lakers	Chicago	-4.0	150	-160	108	103	5	9.0
20180126	101	Portland	Dallas	1.0	-120	110	107	93	14	13.0
20180126	101	Indiana	Cleveland	-5.0	190	-210	108	115	-7	-2.0
20180126	101	Houston	New Orleans	3.0	-150	140	113	115	-2	-5.0
20180126	101	L.A. Clippers	Memphis	3.0	-145	135	109	100	9	6.0
20180126	101	Philadelphia	San Antonio	-3.5	145	-155	97	78	19	22.5
20180126	101	New York	Phoenix	2.5	-112	102	107	85	22	19.5
20180127	102	Oklahoma City	Detroit	3.5	-160	140	121	108	13	9.5
20180127	102	Washington	Atlanta	5.5	-225	185	129	104	25	19.5
