date	away	home	opening_spread	away_ML	home_ML
20180102	Charlotte	Sacramento	+3.5	-165	+145
20180102	Memphis	L.A. Clippers	-5	+170	-200
20180103	New York	Washington	-8.5	+300	-360
20180103	Houston	Orlando	+7.5	-300	+250
20180103	Detroit	Miami	-3	+135	-155
20180103	Toronto	Chicago	+5	-200	+170
20180103	Golden State	Dallas	+7	-265	+225
20180103	New Orleans	Utah	-1.5	+105	-125
20180103	San Antonio	Philadelphia	+3	+318	-350
20180103	Minnesota	Brooklyn	+6	-260	+220
20180103	Indiana	Milwaukee	-8	+280	-340
20180103	Cleveland	Boston	-2.5	+125	-145
20180103	Phoenix	Denver	-11	+475	-650
20180103	Oklahoma City	L.A. Lakers	+6.5	-250	+230
20180104	Golden State	Houston	+4	-178	+167
20180104	Oklahoma City	L.A. Clippers	+1	-118	-102
20180105	Detroit	Philadelphia	-6	+200	-240
20180105	New York	Miami	-5.5	+175	-210
20180105	Chicago	Dallas	-4.5	+160	-185
20180105	Utah	Denver	-6.5	+230	-270
20180105	Atlanta	Portland	-7	+245	-290
20180105	Minnesota	Boston	-4	+150	-170
20180105	Toronto	Milwaukee	+1	-120	+100
20180105	Phoenix	San Antonio	-12	+550	-800
20180105	Washington	Memphis	+4.5	-185	+160
20180105	Charlotte	L.A. Lakers	+2.5	-140	+120
20180106	Golden State	L.A. Clippers	+7	-380	+315
20180106	Chicago	Indiana	-4.5	+170	-200
20180106	Houston	Detroit	+4.5	-210	+175
20180106	New Orleans	Minnesota	-1.5	+105	-125
20180106	Boston	Brooklyn	+5	-200	+170
20180106	Cleveland	Orlando	+9	-440	+350
20180106	Milwaukee	Washington	-4	+160	-170
20180106	Denver	Sacramento	+4	-175	+165
20180107	Utah	Miami	-4.5	+160	-185
20180107	Oklahoma City	Phoenix	+8.5	-360	+325
20180107	New York	Dallas	-4.5	+165	-190
20180107	San Antonio	Portland	+1.5	+103	-123
20180107	Atlanta	L.A. Lakers	-2.5	+125	-145
20180108	Milwaukee	Indiana	-1.5	+105	-125
20180108	Cleveland	Minnesota	+1	-120	+100
20180108	Detroit	New Orleans	-7	+250	-300
20180108	Atlanta	L.A. Clippers	-4	+160	-185
20180108	Toronto	Brooklyn	+7.5	-330	+270
20180108	Houston	Chicago	+5	-210	+175
20180108	San Antonio	Sacramento	+5.5	-260	+220
20180108	Denver	Golden State	-9.5	+475	-650
20180109	Miami	Toronto	-5	+175	-210
20180109	Orlando	Dallas	-6.5	+200	-240
20180109	Portland	Oklahoma City	-8.5	+275	-335
20180109	Sacramento	L.A. Lakers	-6.5	+200	-240
20180110	Miami	Indiana	-4.5	+160	-185
20180110	Dallas	Charlotte	-6.5	+220	-260
20180110	Chicago	New York	-3.5	+160	-185
20180110	New Orleans	Memphis	+1	-113	+103
20180110	Oklahoma City	Minnesota	-4	+155	-175
20180110	Utah	Washington	-7	+248	-270
20180110	Detroit	Brooklyn	+2	-125	+115
20180110	Orlando	Milwaukee	-10.5	+475	-650
20180110	Portland	Houston	-9	+318	-350
20180110	Atlanta	Denver	-9.5	+378	-425
20180110	L.A. Clippers	Golden State	-16.5	+1400	-2500
20180111	Boston	Philadelphia	+2	-135	+115
20180111	L.A. Clippers	Sacramento	+1.5	-123	+103
20180111	Cleveland	Toronto	+2	-175	+155
20180111	San Antonio	L.A. Lakers	+2.5	-150	+130
20180112	Cleveland	Indiana	+1.5	-123	+103
20180112	Orlando	Washington	-10.5	+475	-650
20180112	New York	Minnesota	-9	+360	-450
20180112	Golden State	Milwaukee	+4.5	-190	+165
20180112	Utah	Charlotte	-4	+155	-175
20180112	Brooklyn	Atlanta	-3.5	+145	-165
20180112	Portland	New Orleans	-2.5	+110	-130
20180112	Memphis	Denver	-7.5	+250	-300
20180112	Houston	Phoenix	+7.5	-270	+230
20180113	L.A. Lakers	Dallas	-4.5	+165	-190
20180113	Oklahoma City	Charlotte	+1.5	-125	+105
20180113	Golden State	Toronto	+3.5	-185	+160
20180113	Sacramento	L.A. Clippers	-7.5	+275	-305
20180113	Brooklyn	Washington	-9.5	+360	-450
20180113	Detroit	Chicago	-1	-105	-115
20180113	Denver	San Antonio	-7.5	+245	-290
20180114	Milwaukee	Miami	-2	+110	-130
20180114	Indiana	Phoenix	+4.5	-185	+160
20180114	New Orleans	New York	+1.5	-125	+105
20180114	Portland	Minnesota	-5.5	+190	-230
20180115	Charlotte	Detroit	-3	+130	-150
20180115	Milwaukee	Washington	-5	+165	-190
20180115	New York	Brooklyn	-2	+115	-135
20180115	L.A. Lakers	Memphis	-2	+128	-138
20180115	Sacramento	Oklahoma City	-11.5	+550	-800
20180115	Toronto	Philadelphia	0	-113	+103
20180115	San Antonio	Atlanta	+7.5	-340	+280
20180115	Miami	Chicago	-1	-103	-117
20180115	Golden State	Cleveland	+4.5	-200	+170
20180115	Indiana	Utah	-4	+165	-175
20180115	Houston	L.A. Clippers	+3	-155	+135
20180116	Minnesota	Orlando	+8	-320	+260
20180116	Dallas	Denver	-5.5	+200	-240
20180116	New Orleans	Boston	-4.5	+170	-200
20180116	Phoenix	Portland	-10.5	+400	-500
20180117	Washington	Charlotte	-1.5	+105	-125
20180117	San Antonio	Brooklyn	+7	-260	+240
20180117	Miami	Milwaukee	-4.5	+160	-185
20180117	Golden State	Chicago	+9	-410	+365
20180117	Utah	Sacramento	+4	-175	+155
20180117	Detroit	Toronto	-8.5	+335	-420
20180117	New Orleans	Atlanta	+3	-150	+130
20180117	New York	Memphis	-2	+110	-130
20180117	L.A. Lakers	Oklahoma City	-9.5	+380	-430
20180117	Denver	L.A. Clippers	-4	+135	-145
20180118	Orlando	Cleveland	-11	+500	-700
20180118	Minnesota	Houston	-5	+175	-210
20180118	Philadelphia	Boston	-4	+165	-175
20180118	Indiana	Portland	-3.5	+140	-160
20180119	San Antonio	Toronto	-5.5	+200	-240
20180119	Washington	Detroit	+1	-125	+105
20180119	Phoenix	Denver	-9	+360	-450
20180119	Miami	Brooklyn	+3.5	-170	+150
20180119	Sacramento	Memphis	-6	+185	-200
20180119	New York	Utah	-4	+160	-185
20180119	Indiana	L.A. Lakers	+3	-120	+110
20180120	Oklahoma City	Cleveland	-4	+130	-170
20180120	Memphis	New Orleans	-9	+350	-440
20180120	Milwaukee	Philadelphia	-6.5	+225	-265
20180120	L.A. Clippers	Utah	-2	+110	-130
20180120	Chicago	Atlanta	-2	+105	-125
20180120	Miami	Charlotte	-4.5	+170	-200
20180120	Golden State	Houston	+4.5	-175	+155
20180120	Toronto	Minnesota	-3	+135	-155
20180120	Dallas	Portland	-5	+170	-200
20180121	Orlando	Boston	-10.5	+450	-600
20180121	Brooklyn	Detroit	-6	+205	-245
20180121	New York	L.A. Lakers	+1.5	-125	+105
20180121	Indiana	San Antonio	-5.5	+220	-260
20180122	Sacramento	Charlotte	-9	+450	-600
20180122	Chicago	New Orleans	-6	+205	-245
20180122	Philadelphia	Memphis	+2.5	-140	+120
20180122	Washington	Dallas	+1.5	-130	+110
20180122	Utah	Atlanta	+2.5	-140	+120
20180122	Miami	Houston	-10.5	+450	-600
20180122	Phoenix	Milwaukee	-4.5	+160	-185
20180122	Portland	Denver	-3	+135	-155
20180122	Minnesota	L.A. Clippers	+3	-130	+110
20180123	Sacramento	Orlando	-6	+210	-250
20180123	Brooklyn	Oklahoma City	-10	+415	-525
20180123	Cleveland	San Antonio	-2	+120	-140
20180123	New York	Golden State	-14	+1050	-1600
20180123	Boston	L.A. Lakers	+4.5	-175	+155
20180124	Chicago	Philadelphia	-5	+175	-210
20180124	Utah	Detroit	-2	+110	-130
20180124	Toronto	Atlanta	+6	-245	+205
20180124	Houston	Dallas	+6	-245	+205
20180124	New Orleans	Charlotte	-1.5	+110	-130
20180124	Phoenix	Indiana	-7.5	+260	-320
20180124	San Antonio	Memphis	0	+102	-112
20180124	Minnesota	Portland	-2	+119	-129
20180124	Boston	L.A. Clippers	-1	+110	-120
20180125	Sacramento	Miami	-10.5	+475	-650
20180125	New York	Denver	-4.5	+175	-210
20180125	Washington	Oklahoma City	-5.5	+175	-210
20180125	Minnesota	Golden State	-12.5	+650	-1000
20180126	Atlanta	Charlotte	-6.5	+230	-250
20180126	Utah	Toronto	-7.5	+265	-295
20180126	Brooklyn	Milwaukee	-6.5	+220	-240
20180126	L.A. Lakers	Chicago	-4	+150	-160
20180126	Portland	Dallas	+1	-120	+110
20180126	Indiana	Cleveland	-5	+190	-210
20180126	Houston	New Orleans	+3	-150	+140
20180126	L.A. Clippers	Memphis	+3	-145	+135
20180126	Philadelphia	San Antonio	-3.5	+145	-155
20180126	New York	Phoenix	+2.5	-112	+102
20180127	Oklahoma City	Detroit	+3.5	-160	+140
20180127	Washington	Atlanta	+5.5	-225	+185
20180127	Boston	Golden State	-9.5	+450	-525
20180127	Orlando	Indiana	-6	+210	-250
20180127	Charlotte	Miami	-4.5	+160	-185
20180127	Brooklyn	Minnesota	-9.5	+515	-620
20180127	Dallas	Denver	-7.5	+260	-320
20180128	Phoenix	Houston	-14	+1000	-1200
20180128	L.A. Clippers	New Orleans	-1	+102	-112
20180128	Detroit	Cleveland	-8	+295	-325
20180128	Milwaukee	Chicago	+2	-130	+110
20180128	L.A. Lakers	Toronto	-9.5	+385	-485
20180128	Philadelphia	Oklahoma City	-4	+150	-160
20180128	Sacramento	San Antonio	-10.5	+470	-640
20180129	Charlotte	Indiana	-2.5	+135	-155
20180129	Phoenix	Memphis	-8	+230	-270
20180129	Miami	Dallas	+1	-125	+105
20180129	Minnesota	Atlanta	+6.5	-230	+190
20180129	Philadelphia	Milwaukee	-3	+145	-165
20180129	Boston	Denver	-1	+110	-130
20180130	Oklahoma City	Washington	+3.5	-150	+130
20180130	Minnesota	Toronto	-6	+210	-250
20180130	Orlando	Houston	-12.5	+700	-900
20180130	Denver	San Antonio	-6.5	+210	-250
20180130	Brooklyn	New York	-5	+170	-200
20180130	Cleveland	Detroit	+2	-125	+105
20180130	Sacramento	New Orleans	-7.5	+315	-345
20180130	Golden State	Utah	+7	-290	+245
20180130	Portland	L.A. Clippers	+7	+120	-140
20180131	Memphis	Indiana	-6.5	+248	-270
20180131	Philadelphia	Brooklyn	+6.5	-270	+248
20180131	Charlotte	Atlanta	+2.5	-130	+120
20180131	Chicago	Portland	-7.5	+255	-310
20180131	L.A. Lakers	Orlando	+2	-125	+115
20180131	Miami	Cleveland	-3	+103	-123
20180131	New York	Boston	-9	+300	-360
20180131	Dallas	Phoenix	+4.5	-160	+140
20180201	Toronto	Washington	+3	-155	+135
20180201	Houston	San Antonio	0	-117	-103
20180201	Memphis	Detroit	-8.5	+325	-400
20180201	Milwaukee	Minnesota	-5.5	+195	-235
20180201	Oklahoma City	Denver	+1	-118	-102
20180202	Indiana	Charlotte	-3.5	+135	-155
20180202	Portland	Toronto	-4.5	+165	-175
20180202	Miami	Philadelphia	-4	+160	-170
20180202	Utah	Phoenix	+5.5	-220	+200
20180202	Atlanta	Boston	-9.5	+330	-410
20180202	L.A. Lakers	Brooklyn	-1.5	+115	-125
20180202	New York	Milwaukee	-3	+125	-145
20180202	New Orleans	Oklahoma City	-6	+200	-240
20180202	Golden State	Sacramento	+13	-1000	+800
20180203	Chicago	L.A. Clippers	-8	+290	-350
20180203	Philadelphia	Indiana	-1.5	+125	-145
20180203	Houston	Cleveland	+3.5	-165	+155
20180203	Utah	San Antonio	-6	+200	-240
20180203	Washington	Orlando	+3.5	-165	+145
20180203	Miami	Detroit	-2	+110	-130
20180203	New Orleans	Minnesota	-8.5	+295	-355
20180203	Golden State	Denver	+5	-210	+175
20180203	Dallas	Sacramento	+4.5	-1858	+1180
20180204	Atlanta	New York	-5.5	+180	-220
20180204	Memphis	Toronto	-12	+650	-1000
20180204	L.A. Lakers	Oklahoma City	-10	+425	-550
20180204	Milwaukee	Brooklyn	+4.5	-185	+160
20180204	Portland	Boston	-1.5	+105	-125
20180204	Charlotte	Phoenix	+6	-240	+200
20180205	Portland	Detroit	-2	+115	-125
20180205	Orlando	Miami	-7	+260	-290
20180205	Charlotte	Denver	-5.5	+230	-250
20180205	Washington	Indiana	-2	+115	-125
20180205	Utah	New Orleans	-2	+108	-118
20180205	Chicago	Sacramento	-1.5	+130	-140
20180205	Dallas	L.A. Clippers	-6	+245	-265
20180206	Cleveland	Orlando	+7	-270	+230
20180206	Milwaukee	New York	+1.5	-120	+110
20180206	Boston	Toronto	-5	+175	-190
20180206	Phoenix	L.A. Lakers	-8	+285	-345
20180206	Houston	Brooklyn	+10	-600	+450
20180206	Memphis	Atlanta	-2	+115	-135
20180206	Washington	Philadelphia	-6	+210	-230
20180206	Oklahoma City	Golden State	-10	+400	-500
20180207	Brooklyn	Detroit	-9	+325	-400
20180207	Minnesota	Cleveland	+2.5	-155	+145
20180207	San Antonio	Phoenix	+8.5	-600	+450
20180207	Houston	Miami	+4.5	-175	+165
20180207	Utah	Memphis	+7.5	-310	+255
20180208	Atlanta	Orlando	-1.5	+105	-125
20180208	Boston	Washington	-1.5	+105	-125
20180208	Oklahoma City	L.A. Lakers	+3	-140	+130
20180208	New York	Toronto	-15	+900	-1100
20180208	Charlotte	Portland	-3	+135	-155
20180208	Dallas	Golden State	-13	+650	-1000
20180209	New Orleans	Philadelphia	-5.5	+185	-225
20180209	Cleveland	Atlanta	+2	-118	+108
20180209	Milwaukee	Miami	-1	-103	-117
20180209	Charlotte	Utah	-5.5	+180	-220
20180209	L.A. Clippers	Detroit	-3.5	+145	-165
20180209	Indiana	Boston	-4	+155	-175
20180209	Denver	Houston	-8.5	+315	-380
20180209	Minnesota	Chicago	+6.5	-260	+220
20180209	Portland	Sacramento	+6	-245	+205
20180210	New Orleans	Brooklyn	+1.5	-123	+103
20180210	L.A. Clippers	Philadelphia	-2.5	+120	-140
20180210	San Antonio	Golden State	-11	+550	-800
20180210	Milwaukee	Orlando	+5	-210	+175
20180210	Washington	Chicago	+5	-210	+175
20180210	L.A. Lakers	Dallas	-2	+110	-130
20180210	Denver	Phoenix	+7	-280	+240
20180211	Toronto	Charlotte	+3	-140	+130
20180211	Detroit	Atlanta	+3.5	-155	+145
20180211	Sacramento	Minnesota	-13	+800	-1000
20180211	Dallas	Houston	-15	+1050	-1600
20180211	Cleveland	Boston	-4.5	+160	-185
20180211	New York	Indiana	-10	+340	-425
20180211	Memphis	Oklahoma City	-8	+250	-300
20180211	Utah	Portland	-3.5	+145	-165
20180212	New York	Philadelphia	-11.5	+600	-900
20180212	L.A. Clippers	Brooklyn	+4.5	-185	+160
20180212	San Antonio	Utah	-4.5	+160	-185
20180212	New Orleans	Detroit	-3	+125	-145
20180212	Orlando	Chicago	-4	+155	-175
20180212	Phoenix	Golden State	-15.5	+1050	-1600
20180213	Miami	Toronto	-8	+300	-330
20180213	Houston	Minnesota	+2.5	-140	+130
20180213	Sacramento	Dallas	-6.5	+225	-245
20180213	Atlanta	Milwaukee	-7.5	+260	-290
20180213	Cleveland	Oklahoma City	-2	+115	-125
20180213	San Antonio	Denver	-7	+225	-245
20180214	Atlanta	Detroit	-8.5	+305	-335
20180214	Charlotte	Orlando	+5	-200	+170
20180214	Washington	New York	+5	-200	+170
20180214	Sacramento	Houston	-15	+1050	-1600
20180214	L.A. Lakers	New Orleans	-5	+170	-200
20180214	Phoenix	Utah	-11.5	+500	-800
20180214	Miami	Philadelphia	-7	+260	-290
20180214	Indiana	Brooklyn	+4.5	-185	+160
20180214	Toronto	Chicago	+6.5	-260	+220
20180214	L.A. Clippers	Boston	-4.5	+160	-185
20180214	Oklahoma City	Memphis	+4	-185	+155
20180214	Golden State	Portland	+6.5	-240	+200
20180215	Denver	Milwaukee	-3	+135	-155
20180215	L.A. Lakers	Minnesota	-10	+450	-600
20180222	Brooklyn	Charlotte	-7.5	+265	-325
20180222	Washington	Cleveland	-5	+175	-210
20180222	Oklahoma City	Sacramento	+7.5	-320	+260
20180222	New York	Orlando	-3.5	+145	-165
20180222	Philadelphia	Chicago	+5.5	-220	+180
20180222	L.A. Clippers	Golden State	-11	+575	-850
20180223	Boston	Detroit	+1	-113	+103
20180223	Charlotte	Washington	-3.5	+145	-155
20180223	Miami	New Orleans	-3	+120	-130
20180223	Minnesota	Houston	-7.5	+300	-360
20180223	Portland	Utah	-3.5	+145	-165
20180223	Atlanta	Indiana	-8	+295	-355
20180223	Milwaukee	Toronto	-8.5	+255	-310
20180223	Cleveland	Memphis	+5.5	-200	+185
20180223	San Antonio	Denver	-3.5	+140	-160
20180223	L.A. Clippers	Phoenix	+4.5	-190	+165
20180223	Dallas	L.A. Lakers	-3.5	+150	-160
20180224	Orlando	Philadelphia	-10	+450	-600
20180224	Memphis	Miami	-7	+245	-290
20180224	Dallas	Utah	-8	+290	-350
20180224	Chicago	Minnesota	-8.5	+320	-390
20180224	Boston	New York	+4.5	-215	+178
20180224	Oklahoma City	Golden State	-9.5	+425	-550
20180224	Portland	Phoenix	+6	-235	+195
20180224	L.A. Lakers	Sacramento	+1	-117	-103
20180225	Detroit	Charlotte	-4	+165	-190
20180225	San Antonio	Cleveland	-4.5	+170	-200
20180225	New Orleans	Milwaukee	-4.5	+150	-170
20180225	Houston	Denver	+4.5	-190	+165
20180225	Philadelphia	Washington	-1.5	+103	-123
20180226	Detroit	Toronto	-11	+525	-750
20180226	Memphis	Boston	-11.5	+615	-930
20180226	Golden State	New York	+12	-1000	+650
20180226	Orlando	Oklahoma City	-10.5	+475	-650
20180226	Houston	Utah	+2.5	-140	+120
20180226	Chicago	Brooklyn	-3	+130	-150
20180226	L.A. Lakers	Atlanta	+2.5	-135	+115
20180226	Phoenix	New Orleans	-7	+250	-300
20180226	Indiana	Dallas	+2.5	-140	+120
20180226	Minnesota	Sacramento	+6	-235	+195
20180227	Chicago	Charlotte	-10	+450	-600
20180227	Philadelphia	Miami	0	-110	-110
20180227	Sacramento	Portland	-11.5	+775	-1200
20180227	Brooklyn	Cleveland	-11.5	+775	-1200
20180227	Washington	Milwaukee	-3	+130	-150
20180227	L.A. Clippers	Denver	-3.5	+145	-165
20180228	Milwaukee	Detroit	-2	+110	-130
20180228	Indiana	Atlanta	+4	-175	+155
20180228	Phoenix	Memphis	-2	+125	-145
20180228	New Orleans	San Antonio	-5	+175	-210
20180228	Toronto	Orlando	+9.5	-475	+380
20180228	Charlotte	Boston	-7	+255	-310
20180228	Golden State	Washington	+8.5	-420	+335
20180228	Oklahoma City	Dallas	+5	-210	+175
20180228	Houston	L.A. Clippers	+7	-320	+260
20180301	L.A. Lakers	Miami	-4	+150	-170
20180301	Brooklyn	Sacramento	0	-113	+103
20180301	Philadelphia	Cleveland	-2.5	+120	-140
20180301	Minnesota	Portland	-4	+155	-175
20180302	Detroit	Orlando	+2.5	-145	+125
20180302	Golden State	Atlanta	+13	-1100	+700
20180302	Denver	Memphis	+7	-310	+255
20180302	Indiana	Milwaukee	-3	+150	-160
20180302	Minnesota	Utah	-6.5	+250	-300
20180302	Charlotte	Philadelphia	-3.5	+155	-175
20180302	Dallas	Chicago	+1.5	-118	-102
20180302	Toronto	Washington	+3	-145	+135
20180302	Oklahoma City	Phoenix	+8	-320	+290
20180302	New York	L.A. Clippers	-9.5	+380	-475
20180303	Memphis	Orlando	-8	+255	-280
20180303	Detroit	Miami	-5	+190	-210
20180303	L.A. Lakers	San Antonio	-4	+140	-160
20180303	Denver	Cleveland	-5	+175	-190
20180303	Boston	Houston	-8.5	+290	-350
20180303	Utah	Sacramento	+6.5	-255	+235
20180303	Oklahoma City	Portland	-4	+165	-175
20180304	Phoenix	Atlanta	-2.5	+125	-145
20180304	Charlotte	Toronto	-9	+360	-450
20180304	Philadelphia	Milwaukee	+1	-115	-105
20180304	Indiana	Washington	-3.5	+145	-165
20180304	New Orleans	Dallas	+3.5	-155	+135
20180304	New York	Sacramento	+2	-130	+110
20180304	Brooklyn	L.A. Clippers	-8	+290	-350
20180305	Detroit	Cleveland	-7	+250	-300
20180305	Phoenix	Miami	-9	+390	-440
20180305	Memphis	San Antonio	-10.5	+568	-700
20180305	Milwaukee	Indiana	-3	+130	-150
20180305	Boston	Chicago	+9	-440	+350
20180305	Orlando	Utah	-10	+425	-550
20180305	Portland	L.A. Lakers	+2	-130	+110
20180306	Philadelphia	Charlotte	+1.5	-125	+115
20180306	Atlanta	Toronto	-12.5	+700	-900
20180306	Denver	Dallas	+4.5	-185	+170
20180306	New Orleans	L.A. Clippers	-3	+135	-145
20180306	Miami	Washington	-5	+175	-190
20180306	Houston	Oklahoma City	+4.5	-185	+170
20180306	New York	Portland	-9.5	+400	-500
20180306	Brooklyn	Golden State	-14	+1050	-1600
20180307	Utah	Indiana	0	-110	-110
20180307	Houston	Milwaukee	+6	-250	+210
20180307	New Orleans	Sacramento	+5.5	-230	+190
20180307	Memphis	Chicago	-3	+125	-155
20180307	Toronto	Detroit	+5	-210	+175
20180307	Cleveland	Denver	-2.5	+120	-140
20180307	Orlando	L.A. Lakers	-7	+230	-270
20180308	Brooklyn	Charlotte	-7	+240	-280
20180308	Boston	Minnesota	+2	-130	+110
20180308	Philadelphia	Miami	+1	-117	-103
20180308	Phoenix	Oklahoma City	-10.5	+450	-600
20180308	San Antonio	Golden State	-11.5	+550	-800
20180309	Atlanta	Indiana	-8	+290	-350
20180309	Houston	Toronto	+1.5	-125	+105
20180309	Utah	Memphis	+9	-450	+360
20180309	L.A. Lakers	Denver	-6.5	+220	-260
20180309	Orlando	Sacramento	-4.5	+155	-175
20180309	Chicago	Detroit	-8	+290	-350
20180309	New York	Milwaukee	-10	+425	-550
20180309	Washington	New Orleans	+1	-155	+135
20180309	Golden State	Portland	+4	-118	+108
20180309	Cleveland	L.A. Clippers	-1.5	+103	-123
20180310	Phoenix	Charlotte	-13	+600	-750
20180310	San Antonio	Oklahoma City	-4.5	+160	-185
20180310	Washington	Miami	-4	+163	-173
20180310	Memphis	Dallas	-8.5	+355	-400
20180310	Orlando	L.A. Clippers	-11.5	+625	-785
20180311	Toronto	New York	+9.5	-460	+410
20180311	Golden State	Minnesota	+5	-200	+185
20180311	Sacramento	Denver	-11.5	+575	-850
20180311	Indiana	Boston	-6.5	+230	-250
20180311	Chicago	Atlanta	-3	+125	-135
20180311	Utah	New Orleans	+12.5	-150	+130
20180311	Houston	Dallas	+12.5	-450	+400
20180311	Philadelphia	Brooklyn	+6.5	-240	+220
20180311	Cleveland	L.A. Lakers	+2	-130	+120
20180312	Milwaukee	Memphis	+7	-290	+260
20180312	San Antonio	Houston	-13	+650	-1000
20180312	Sacramento	Oklahoma City	-12	+600	-900
20180312	Miami	Portland	-8	+270	-330
20180313	Minnesota	Washington	-4	+150	-170
20180313	Toronto	Brooklyn	+9.5	-450	+360
20180313	Oklahoma City	Atlanta	+5.5	-230	+210
20180313	Charlotte	New Orleans	-4.5	+165	-190
20180313	Detroit	Utah	-8	+300	-360
20180313	Indiana	Philadelphia	-5.5	+185	-225
20180313	Dallas	New York	+2.5	-130	+110
20180313	L.A. Clippers	Chicago	+6	-255	+215
20180313	Orlando	San Antonio	-10	+375	-470
20180313	Cleveland	Phoenix	+7	-270	+230
20180313	Denver	L.A. Lakers	+2	-120	+110
20180314	Milwaukee	Orlando	+8	-360	+300
20180314	Miami	Sacramento	+6.5	-270	+230
20180314	Washington	Boston	+2	-130	+110
20180314	L.A. Lakers	Golden State	-7.5	+210	-270
20180315	Toronto	Indiana	+3.5	-175	+155
20180315	Philadelphia	New York	+9	-465	+370
20180315	Chicago	Memphis	-1.5	-105	-115
20180315	Phoenix	Utah	-12	+625	-950
20180315	Charlotte	Atlanta	+4.5	-185	+160
20180315	L.A. Clippers	Houston	-11	+500	-700
20180315	New Orleans	San Antonio	-3.5	+145	-165
20180315	Detroit	Denver	-7.5	+280	-340
20180315	Cleveland	Portland	-4.5	+165	-190
20180316	Boston	Orlando	+6.5	-240	+220
20180316	Dallas	Toronto	-11.5	+600	-750
20180316	Sacramento	Golden State	-11	+550	-800
20180316	Brooklyn	Philadelphia	-9	+345	-385
20180316	L.A. Clippers	Oklahoma City	-4	+155	-175
20180316	Miami	L.A. Lakers	-3.5	+155	-175
20180317	Atlanta	Milwaukee	-11	+550	-800
20180317	Houston	New Orleans	+6.5	-300	+250
20180317	Charlotte	New York	+6	-270	+230
20180317	Cleveland	Chicago	+6	-265	+245
20180317	Sacramento	Utah	-15	+1050	-1300
20180317	Indiana	Washington	-3.5	+160	-170
20180317	Dallas	Brooklyn	-2.5	+120	-140
20180317	Denver	Memphis	+6	-290	+260
20180317	Minnesota	San Antonio	-4.5	+155	-175
20180317	Golden State	Phoenix	+3	-150	+140
20180317	Detroit	Portland	-8	+350	-440
20180318	Oklahoma City	Toronto	-6.5	+220	-240
20180318	Houston	Minnesota	+7	-300	+270
20180318	Boston	New Orleans	-3	+125	-145
20180318	Portland	L.A. Clippers	-2.5	+120	-130
20180319	Milwaukee	Cleveland	-3.5	+125	-145
20180319	Charlotte	Philadelphia	-7.5	+300	-360
20180319	Chicago	New York	-5.5	+185	-225
20180319	Golden State	San Antonio	-6.5	+225	-265
20180319	L.A. Lakers	Indiana	-5	+160	-185
20180319	Denver	Miami	-1.5	+115	-125
20180319	Memphis	Brooklyn	-5	+165	-190
20180319	Detroit	Sacramento	+2.5	-145	+125
20180320	Toronto	Orlando	+10	-600	+450
20180320	L.A. Clippers	Minnesota	-3	+135	-155
20180320	Atlanta	Utah	-13	+800	-1250
20180320	Dallas	New Orleans	-9	+365	-460
20180320	Oklahoma City	Boston	+3	-155	+135
20180320	Detroit	Phoenix	+6	-250	+210
20180320	Houston	Portland	+4.5	-200	+170
20180321	Toronto	Cleveland	-1	+108	-118
20180321	New York	Miami	-10	+485	-670
20180321	L.A. Clippers	Milwaukee	-4	+175	-210
20180321	Indiana	New Orleans	-1	-102	-118
20180321	Memphis	Philadelphia	-13	+625	-950
20180321	Charlotte	Brooklyn	0	-110	-110
20180321	Denver	Chicago	+9	-475	+380
20180321	Washington	San Antonio	-5	+175	-210
20180322	Philadelphia	Orlando	+7	-300	+250
20180322	L.A. Lakers	New Orleans	-3	+140	-150
20180322	Utah	Dallas	+8	-350	+290
20180322	Memphis	Charlotte	-9	+420	-475
20180322	Detroit	Houston	-12.5	+900	-1100
20180322	Atlanta	Sacramento	-2	+110	-130
20180323	L.A. Clippers	Indiana	-2.5	+125	-145
20180323	Minnesota	New York	+6.5	-275	+235
20180323	Brooklyn	Toronto	-12	+775	-1200
20180323	Milwaukee	Chicago	+5	-210	+175
20180323	Boston	Portland	-6.5	+235	-275
20180323	Denver	Washington	-1.5	+105	-125
20180323	Phoenix	Cleveland	-13	+735	-1350
20180323	Miami	Oklahoma City	-6.5	+240	-280
20180323	Utah	San Antonio	-3	+135	-155
20180323	Atlanta	Golden State	-9	+365	-460
20180324	Minnesota	Philadelphia	-7	+245	-290
20180324	Phoenix	Orlando	-6	+205	-245
20180324	New Orleans	Houston	-8.5	+325	-400
20180324	Chicago	Detroit	-11.5	+650	-1000
20180324	L.A. Lakers	Memphis	+5	-210	+175
20180324	Charlotte	Dallas	+1	-117	-103
20180325	Cleveland	Brooklyn	+6.5	-275	+235
20180325	Miami	Indiana	-4	+150	-170
20180325	New York	Washington	-10	+450	-600
20180325	Portland	Oklahoma City	-3	+130	-150
20180325	San Antonio	Milwaukee	+2.5	-140	+120
20180325	Boston	Sacramento	+6	-245	+205
20180325	L.A. Clippers	Toronto	-8	+305	-365
20180325	Atlanta	Houston	-14.5	+800	-1250
20180325	Utah	Golden State	+3	-150	+130
20180326	L.A. Lakers	Detroit	-4.5	+160	-185
20180326	Denver	Philadelphia	-5.5	+185	-225
20180326	New York	Charlotte	-11.5	+575	-850
20180326	Memphis	Minnesota	-14	+925	-1400
20180326	Boston	Phoenix	+10	-420	+335
20180327	San Antonio	Washington	+1.5	-115	+105
